message,cyberbullying
tatlı yaparken oranları fazla kaçırmışım sanırım şu an çikolata zehirlenmesi yaşıyorum galiba,0
her yanımızda uçurtma avcıları var hiç yoksa da telefon direkleri var hep bir engel sen boşver uçurtma,0
izmir dışına çıkmam dokundu galiba hanımefendi sen benden çıkacakları ahirette sahiplenecek sin haberin vamı cüce,1
bu angut yargıtaydan ceza çıkacağı duyumunu mu aldı yoksa yalvarıp duruyor,1
çok güzelsin,0
spora başladım mutluyum,0
başlasın hormon savaşları,0
hayırlısı değilmiş,0
sınıf sınıf değil pavyon amına sincalı olmak beni çok yoruyo,1
html ve css ile sanat yapan kadın diana smith,0
siyah camfilmlerin arkasında fuhuş sekteröne açtınız teşekkürler uberci diye piyasada,0
herkesin gerçek yüzünü gördük eskilerle yaşanmıyor,0
bu kadın programa göz mü dikti naptı öve öve bitiremedi acuna bi mesajı mı vardır nedir,0
highlighterı sevmeyen tek kadınım sanırım ayrıca fondotensiz yüze yapılan makyaj bana daha çekici geliyo,0
bi ablaa sen bula bula arapça harflerle dolu kolimi buldun diyişi vardı dedim gitti çocuk yedim başını,0
bilemezsin hangi kırık gönlün duasıdır,0
öğrenciye gökten para yağsın lütfen okunacaklar listem birikti kitap almak istiyorum şöyle 5 10 tane alsam idare et,0
tümyad derresmi bagışhesabımızdır diyerek çıkılan bu kutlu yolda türk milletinin desteklerini istiyo,0
hassiktir pezevenk,1
blokla gec sikik,1
12 numara gaz vermeye başlamıştakım vasatkadro çöpyöneticiler ruh hastasıbizde yalaka olduk diyemiyorha bu ara,1
şimdi buna hayır deme zamanıdır,0
sabah zevki yaşayalım boşal,1
ulan hakan yok cumaliyi gönderdiniz yok şöyle yok böyle ulan dangalak gönderen kişiler sayesinde bogazından yemek giriyor,1
kız danlaa acilen beyaz showa çıkan kız makyajı bekliyoruz,0
maalesef insanları parayla satın almak kolay  özelliklede şerefiz insanları lanet olsun böyle yüzsüzlere,1
izledim daniela ablacım süpersin yine,0
amini dilimle sikerek bosaltayim agzima otur yalat amini gotunu agzima bosal sulu amini,1
kimle olacak demokrasi hakimi savcıyı ihraç et tutuklapolisi ihraç et tutuklayıp kendi sorununu,0
sen bi kaltak ve tanidiğim daha nicesi var sen bi kalk bak bu adam seni hiçe sayar,1
serdivan çocuk akademisinde hayaller yoğruluyor seramik hayat buluyor,0
camide ibadet dünya nimetlerini unutup ahir dünya allah sevgisi ile ilgilenmekdir,0
neeyy yalancı tiramusu mu tiramusu etiğine hiç uygun değil ne demek yalancı ,0
la siktir trol kendine iş ara seçimden sonra,1
güzelsin diye sevmedim ben sevdiğim için güzelsin sen,0
sayıl gözetiminde çargah aşılamak atmık neden sonra,1
tudor senin teknik bilgisizliğini sikerim emi gerizeka herif,1
bana bak yelloz seni parçalamamak için çok zor tutuyorum kendimi haberin olsun her an saçına yapışabilirim,1
sensin yosma aq mustafası,1
laik trakyalıymış piçe bak sokuk sokuk şeyler yazıp bizim utanmadan adımızı kirletiyorlar,1
sarki fragmandan daha cok etki etti ki sarki efsane olmus fragman vermeyip direk klibi yollasaydiniz ya,0
godumun çakal garısı sen daha babandayken biz neyin ne olduğunu biliyoduk gerizeka sanıyon sen herkesi  şaşkoloz ,1
çenesiyle ateş ediyor siper alın daha 2 gün var,0
insan insana bunu yapar mı ,0
hiç bu kadar kimsesiz kalmamıştı hikâyeler,0
tüm gün sırtımda bilgisayar ile hunharca yürüdüm tez uğruna yine bilgisayara gözlerimi feda ettim eve donebiliyor,0
senin yüzünden bu delicesine içmeler,0
tweter in başındaki pislik kaç hesap kapatacaksın bakalım ben hesap  açmaktan vazgeçmeyeceğim,1
zorla döl içiricem,1
emeğimize sahip çıkmanın neresi yanlış,0
metin efendi adaleti görünce yavşak herif,1
tff ve türk hakemleri hepiniz satılmış köpeklersiniz ilk defa bu kadar sinirlendim gerçekten bu kadar alenen yapılmaz bu kadar pislik,1
acun çocuklarınıngönüllülerin istatistiği düzelsin diye su oyunları yapıyor ama o istatistikler zor düzelir bari böyle ya,0
tatavla tiyatro mayıs 25 mayıs cuma 2030,0
koca kışı atlat gel ilkbahar da hasta ol iş mi bu şimdi ee dünden belliydi o kadar üşümenin sonunda grip olacağım,0
hakkınızdı tebrikler,0
bide kadin olacaksiniz ulan 2 tane kız cocugun var nasil çirkef cümleler bu,1
sen yalan söyledin onu biliyoruz dallama,1
umutsuzluğum sarhoşluğum senin eserin,0
gelinin kız kardeşi olarak abartıya kaçmadım sade  hafif bir makyajsaçlar geriye hafif jölelenir  ve hazırım ,0
amcık ağızlı yardım topluyo 10 lir diyo 50 lira gönderen yokmu diyo,1
bu havalar hepimizi sersem etti,0
tam lavuk yaa  hergün telefonla tvit salla atlara git sonrada gider yap neyin peşindesin amq zormuş,1
delikanlı gibi soru sor önce göt lalesi,1
lan amcık amcık adminmisin yöneticimisin o askerlere şehit oldu denir pezevenk,1
nefret dolu bir aptal sürüsüyle yaşıyoruz,1
herhalde ne demek lan zirzop,1
karasevda tebrik ederim muhteşem bir dizi muhteşem oyunculuklar izledik hakkınızdi tebrikler,0
oy hesabım asıl hesabımı geçecek,0
bilgi ben niye kudurayım böceğim gayet mutluyum basımda dert yok ,0
bu kadar saygısız aşağılık ve pislik olmayın,1
makyaj yapanyuzunu boyayan,0
bu kadar orospu çocukluğunu kaldırmaz bu gözler  ,1
telefon duvar kağıdını kendi fotoğrafı yapan insan ruh hastasıdır aksini iddia edenin duvar kağıdı kendi fotoğrafıdır,1
elimizde bi dansöz rolü ve bir de kocasını aldatan fettan rolü kalmış uyarsa yarın gel başla,1
aşağılık pislik bok çukuru pezevenk fr,1
şerefsiz köpek allah bin belanı versin kalpsiz orospu çocuğu içim titriyo geber,1
nerede bitmiş bir pislik varsa gündem olmak için millete ve milletin değerlerine saldırıyorlarpavyonda bile iş bu,1
sen hukukçuysan ben de peygamberim ulan embesil amip,1
orospu çocukları 15 temmuzda tepemizden bomba salladılar,1
xamına kodumun iki yüzlüsüsokuk dengesizinsanların kalbini kırmaya hakkın yok ulankalpsizpis,1
eğlenceli geceye devam,0
yarın ilk iki saat ders matematik sonra il geneli deneme yapılacak ardından öğle arası öğle arasından sonra bilgi,0
kadın kibar adam barzo,1
intikam alinacak bu cenabet,1
o yavşak nonoşuna  söyle yine ellerini götüne vura vur,1
yazma gerizeka,1
hadi lens takmak istedin tamam mavi takmak istedin ona da tamam da neden mavinin resmen beyaz tonu,0
azizden maaş alan yalaka seni,1
iki bayram arasi düğün olmaz diye bir laf vardir ya,0
arkadaşlar önemli bi sorun var kokoreç ekmekleri gün geçtikçe küçülüyo iki ısırıkta çeyrek ekmek bitiyo ulan wanted,0
sen o kulaklığı neden taktın insanları rahatsız etmemek için peki dinlediğin o apaçi şarkısını ben neden dinliyorum ,1
yeryüzü böyle aşağılık  vıcık vıcık bi yaratık görmemiştir ,1
kazananlara tebrikler,0
ulen hirbo soforterminal harici yolcu indirmek bindirmek yasak degil mi,1
hocaların hocaları geldi cerrahpaşa hocasıyla öğrencisiyle salonu hınca hınç doldurdu ve taştı işte cerrahpaşaduruşu b,0
akp tarımı başaramadı diyelim sizin bu konuda daha başarılı kapsamlı ve detaylı bir projeniz var mı,0
başarılı insanların sahip olduğu 7 sabah rutini,0
lanet olsun içiniz dışınız pislik dolu,1
merhaba dimasha düştüm sevgiler,0
sana da cevap yazıyoruz ilgilenmiyorsun bile,0
orospu çocukları ya iğrenç resmen,1
hayatım boyunca hiçbir hak savunma olayında böyle bir duruş görmedim,0
fırıldak sözmü şahin bey tam bir hain tesdek veren utansın,1
saçımı düzleştirmeden makyaj yapmışım  şimdi makyajımı silip saçımı yapıcam off çok sinirliyim,0
ah yağlı surat ah iki yakan bir araya gelmesin tez vakitte geber kahpe evladı,1
ne yapıyor anlam veremedim keşke böyle şeyler yapmasa,0
arkadaşlar makyaj yapmayı bilmeyen yapmasın önce ben,0
sen daha güzelsin boşver,0
felsefe siyaset şiir ve sanat dallarında ilerleme kaydetmiş insanların hepsinin hüzne eğilimi vardır,0
sonbahar kış ilkbahar karpuz peynir,0
acı bazen dile gelir gibi olur,0
içki nedir bilmezdim  şimdi bir ayyaş oldum,1
seni sana anlatsam kim bu orospu çocuğu dersin,1
sağ gözüm kirpiğinde oluşan kitleyi başarılı bir operasyonla malatya park hospital hastanesinde alan hayat,0
biride çıkıp demedi ki çok farklısın çok tatlısın,0
bts in ingilizce konuşma tarzı çok tatlı ya özellikle v ve jin tam konuşamıyorlar mal mal cevaplar veriyorlar,0
tarihimizin en pahalı kadrolarından birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor en kısa süre,1
bu kadar kotu takkm olmaz 5 oldu bari 2 3 olsaydi kaninjzi skm kahpe cocukalri,1
hırslarınıza yenik düşeceksiniz orospu çocukları,1
ben seninle atmaca tadında yaşıyorum bu güzelliği harikasın,0
yesinler onun efendiligini firildak hakan mi efendi,1
bakım evinden kendisini almaya gelen sahibini gören tatlı köpeğin görülmeye değer sevinci,0
şuan o kadar mutluyum kii ,0
doğum günün kutlu olsun canım biraz geç oldu ama özür dilerim beni affet seni çok ama çok seviyorum iyiki senin gibi minnoş,0
hayvanları severiz onda sıkıntı yok lakin bu tag ı açanların derdinin kuşlar olmadığı kesin,0
ders ve okul kelimelerini duyunca içim daralıyor,0
tüm orospu çocukları hepinizi gözlerinizden öpüyorum,1
teşekkürler ial odamdan full müzik sesiniz geliyor sizle beraber mezun olmuş kadar oldum,0
hırbo git gündemde kalmak için sataşacak başka birini bul,1
bu ameliyatla alınan kahpe mermidir yıllarca anı diye sakladığımız bendiyorumki bize onurumuzla göğsümüze takacak madaly,0
bu tweetını anlamayacak benım gıbı cok andaval var,0
bjk taraftarının anlamsız bir farklı olma çabası var biz şöyleyiz biz böyleyiz vs avrupa bizi konuşuyo f,0
sen cok ama cok harikasin bee,0
lan bi an gerçek sandım ya,0
allah aşkına vay gerizeka gönlüm vay şu tiviti atmayın baydı,0
keşke o ağzın kopsases tellerini de ayakkabılarıma bağcık olarak kullansam sayın kepaze,1
sizden alâ putperest mi var lan,1
bunu çözemeyen gerzek bi ekip çok olası ki zirvede olmak varken inişli çıkışlı süründürüyorlar,1
kadınallahınemanetidir kutlu davanın yıkılmaz  temel direğir,0
kahpe senin anandır aşağılık devşirme köpek,1
amk kürdü bu tiple nasil diaari cikiyon tipini sikiyim,1
binnurkaya harikasın ya,0
kendimi hiç büyümüş hissetmiyorum hala ne istersin diye sorduklarında çikolata falan istiyorum,0
işte herkes işini onemsemeyince mi böyle oluyor yoksa vizyon mu yok bilmiyorum ama kıytırık dizilerde b,0
en çok canımı sıkan şeyse zaten hiphop culture içerisinde bir yere sahip olmayan bu orospu ve orospu avcıları,1
ne güzelsin çocuk,0
küçük fahişe büyük yarak adeta oyun oynadı,1
o salata gavur diyemi servis edildi,0
yediğin gollerde yaz gerizeka,1
korktunuz mu embesil zekalılar twitlerimi stalklayip dalga gecerseniz bundan sonra benden korkmaya hazır olun yerin dibine g,1
yemekteyiz bakın bu programı hem kafa dağıtmak için gülmelik izleyin hem de sosyolojik açıdan bakarak izleyin özel,0
bir dönem çok moda olan mezdeke isimli müzik grubunun en bilindik şarkıları mısırlı şarkıcı hanan atiaya aittir,0
kırık koltuk bozuk emniyet kemeri abaza servis şoförü memnuniyetsiz muavin 200li yıllardan kalma,1
ayıp ediyoruz,0
dr mehmet emin balcı hocamızla bir foto,0
bugün tüm gün evdeydim ve yüz maskesi saç maskesi vs derken kendimi kaybettim birazdan makyaj yapıp tv izlicem,0
havalar güzelleşti kafalar güzelleşti bi sen bokum gibi kaldın,1
pislik defol,1
23 nisan ulusal egemenlik ve çocuk bayramımız kutlu olsun,0
durmak geriye adım atmak sabır değil zillettir,0
yav ne şerefi ne haysiyeti yahu bunlar hırsızdır hırsız ağzını yayarak bahaneleri sıralar kahpe oğlu,1
gerzek it ecdadini sikerim,1
selamun aleyküm hayırlı sabahlar bereketli hayırlı cumalar olsun inşallah daha huzurludaha mutlu daha güçlü nice günler,0
mutluyum allahhım bozulmaz inş,0
regl olmak ağrıyı saymazsak beni mutlu ediyo çünkü eve bir sürü çikolata dondurma alıyolar,0
ajanmış köpek  iran asıllı türkiye istihbaratına sızmış hain şerefiz umarım oradakiler peşini bırakmaz,1
anladım işi sanat allahı aramakmış marifet bu gerisi yalnız çelik çomakmış,0
babaradyo medya sponsorluğunda müzisyen ve yazar ile rock müziğin güçlü sesi  aynı sahnede,0
astronun kendi eliyle yazıp bize armağan ettiği bu sözler sadece bir şarkı değil aroh,0
sınava çalışmak yerine evde mezuniyet elbisemi giyip kafamın üzerine kitap koyarak abimin karşısında yürüyüş deneme,0
anılı seviyorum ama sırf bu fanları yüzünden soğuyacağım yakında amk akfc kimseye karışmıyor ama tüm fan grupları özell,1
parasini sagligini birak napican omrunun sonuna kadar onu mu iceceksin ben biraktim bir ayi gecti,0
bir şiir yazmak isterdim ama biliyorsunki şiir sokakta sen kalbimde güzelsin,0
seni tutan mı var angut s ol git almanyada hans dündarla takıl belkide oradasındır günahını almiyim şimdi,1
müzikal anlamda demet akalın ı hande yener den önde tutanivedik serisinicem yılmaz ın filmlerinden daha başarılı bulan kadın,0
sabah olmustur gözler acılır ağzı gere gere ve ayaklar yorgandan çıkacak sekilde esnenir,0
çenenin bağını s2m paçoz kalk git şurdan,1
haftasonu eskilerden bir şarkı ile başlasın the weekend starts with a song from oldies,0
bıktım artık elimde telefon olmasının sorgulanmasından oydamı vermeyelim,0
bir süre mal bulamayacağım için anlık krize girerimkendime zarar veririm kendimi kaybederimama size zararım dokunmaz,0
ahmet sen yalaka mısın,1
seni babana müjdeleyen ebeni dahi s2m aq bunağı,1
lanet olsun dostum canın cehenneme seni pislik,1
eski sevgilimin yakın arkadaşı yürüyor o bir aslan kadını sence amacı nedir  — fettan konumları varsa amacı fett,1
barışla dün gece eve dönüyoduk yolun ortasında minibüsün içinde direksiyona yapışmış baygın bir adam gördük,0
yandaş yalaka ve yavşak bir tarafa,1
hayırlı sabahlar,0
çocuklarda ilkbahar aylarında kırıklar artıyor makalesi sizlerle,0
lan dümbük o nasıl kelam bir saniye düşünür insan,1
çok tatlısın sen minnak,0
2 golden önce de bi pislik kokuyor tesadüf olabilir mi,0
bismillah hayırlı sabahlar,0
çok güzelsin mersin,0
horoz gibi sabahın ilk ışığında uyanan bücür çıkacağım gün horul horul uyuyor,1
bitter çikolata mutluluk,0
seni tanımak ister miyim sence sürtük,1
yaptığın gavat allah ı karıştırma dümbük,1
tahir tamam güzel seviyorsun falan ama dangoz ve hödük,1
lan puşt ne bu yazdığın sana ne gı aa,1
gerizeka insanlara unf atıyorum mesela öykü,1
hödük ama çekilmeyecek hödük değil hani,1
allah sabır versin sanane len dümbük yazz,1
yağmur nekadar güzelsin yav,0
gideceğine dursaydın indirime gidip bide kendini haklı çıkarıyo dürzü,1
abi kısaca gerzek yazabilirsin çok kullanışlı,1
o amını yalar sikerim,1
ruh hastası ve cıbılıyetsız olan sen sın mesele vatan olunca gerisi teferruattir size birakalimda peşkeşmi cekseydi,1
ve aşk bizans kadar kahpe artık,0
bakmanızı öneririm her the 1975 şarkısı gibi anlam kusuyo,0
şaşırdık her fırıldak bunlarda bunlar birde cennet istiyorlar,1
biraz tevazuu al sana önemli zırzop,1
lann bu ibne önünü görmüyor,1
siz kelimesinden sonra yalnız kelimesini kullanmak ne kadar saçma bişey olum taşak mı geçiyosunuz,1
100 yalaka başladı yani,1
sanırım harikasın,0
taraflı oyun anlayışı nezamana kadar sürerson dönem oyunlarda ist50 barajını aşamayan vasat kadr gönüllüler su,0
niye evde kalsın ablacim,0
yemekteyiz size puanım sıffır sıffır sıffır,0
bu tam bir kahpe çocuğudur anası götten sikişmiş,1
bensiz mutluysan geber gerizeka,1
yürek neredeyse dua oraya dokunsun diye,0
oysa kim istemez ki her gün ilkbahar günü,0
sadece işleriyle oyunculuklarıyla konusulmak isteyen şu iki insana yapmadığını bırakmadiniztebrikler alt tarafı bir dizi,0
son zamanlarda izlediğim en güzel şey seni sevmek başka bir duygu,0
bu ülkede insanlar ikiye ayrılır survivor izleyenler ve izlemeyenler izlemeyenler olaraktan bir şey kaybettiğimi düşünmüyorum,0
kırk orospu bir araya gelse senin gibi bir orospu çocuğu doğuramaz,1
neden başarılı olamadıklarını bilemeyenler nasıl başarılı olacaklarını bilemezler ,0
çok başarılı değilim becerili de değilim güzel hiç değilim galiba evde kaldım,0
twitter bile 280 karakter oldu bazıları hala karaktersiz amk,1
harikasın sen ya,0
şu götünü hizlandir biraz sersem gibi sahada dolaşiyo,1
soysuz pezevenk 2023,1
torunları kuş cennetine dokunma diyor,0
zibidi soytarı,1
sinema yazarı,0
sakso mu çekecek kahpe,1
türk dizi sektörünün amına koyayım milleti asalağa döndürmüşler siktir boktan senaryolarıyla bunlardan biri de annem,1
en büyük ibne sensin ,1
off cok guzel harikasin,0
yeni motor aldım gelin bunuda çalın orospu çoçukları,1
1 mayıs ta asgari ücretliye tatil yok andaval,1
tebrikler neslihan tebrikler burak oyunculugunuzu dunyaya kanitladiniz,0
sabah beri bela okuyorum inşallah boşa gitmez geber aşifte,1
kafalar aynı kafada içleri bombok,1
